GOVERNANCE_INDEX_ID,COUNTRY_YEAR_ID,GDP_PER_CAPITA,CORRUPTION_RATE
1173,1269,17.07,null
1174,1270,15.08,null
1175,1271,14.84,null
1176,1272,16.25,null
1177,1273,12.08,null
1178,1274,9.68,null
1179,1275,0.0,null
1180,1276,13.63,null
1181,1277,9.33,null
1182,1278,8.48,null
1183,1279,5.7,null
1184,1280,12.39,null
1185,1281,14.39,null
1186,1282,10.19,null
1187,1283,10.6,null
1188,1284,14.59,null
1189,1285,14.25,null
1190,1286,12.89,null
1191,1287,13.92,null
1192,1288,7.79,null
1193,1289,7.85,null
1194,1290,7.92,null
1195,1291,10.79,null
1196,1292,14.34,null
1197,1293,14.67,null
1198,1294,14.1,null
1199,1295,13.24,null
1200,1296,5.78,null
1201,1297,10.32,null
1202,1298,12.92,null
1203,1299,14.11,null
1204,1300,6.36,null
1205,1301,11.48,null
1206,1302,7.77,null
1207,1303,6.62,null
1208,1304,13.5,null
1209,1305,11.0,null
1210,1306,14.15,null
1211,1308,10.38,null
1212,1309,8.99,null
1213,1310,7.71,null
1214,1311,7.88,null
1215,1312,6.7,null
1216,1313,13.88,null
1217,1314,6.86,null
1218,1316,9.3,null
1219,1318,8.39,null
1220,1319,11.67,null
1221,1320,6.48,null
1222,1321,6.91,null
1223,1322,15.03,null
1224,1323,8.48,null
1225,1325,7.85,null
1226,1326,9.47,null
1227,1328,7.58,null
1228,1339,15.05,null
1229,1342,18.15,null
1230,1343,12.74,null
1231,1345,10.792,0.182
1232,1346,10.962,0.196
1233,1347,11.164,0.266
1234,1348,10.896,0.668
1235,1349,11.088,0.283
1236,1350,10.942,0.379
1237,1351,10.883,0.202
1238,1352,10.662,0.271
1239,1353,10.899,0.497
1240,1354,11.66,0.345
1241,1355,10.773,0.42
1242,1356,10.821,0.496
1243,1357,10.704,0.454
1244,1358,10.639,0.708
1245,1359,9.952,0.768
1246,1360,11.527,0.358
1247,1361,10.879,0.42
1248,1362,11.048,0.689
1249,1364,10.844,0.549
1250,1365,11.145,0.584
1251,1366,10.661,0.729
1252,1367,10.701,0.553
1253,1368,9.85,0.768
1254,1369,10.797,0.681
1255,1370,10.037,0.575
1256,1371,10.715,0.691
1257,1372,10.54,0.711
1258,1373,9.116,0.837
1259,1374,10.634,0.842
1260,1375,11.571,0.146
1261,1376,9.582,0.738
1262,1377,10.588,0.771
1263,1378,9.089,0.62
1264,1379,9.359,0.866
1265,1380,10.305,0.878
1266,1381,10.353,0.898
1267,1382,8.948,0.638
1268,1383,10.114,0.823
1269,1384,10.776,0.737
1270,1385,10.568,0.805
1271,1387,10.453,0.736
1272,1388,9.584,0.834
1273,1389,10.611,0.86
1274,1390,8.618,0.625
1275,1391,10.339,0.929
1276,1393,9.957,0.775
1277,1394,10.166,0.721
1278,1395,10.541,0.409
1279,1396,8.979,0.732
1280,1397,10.419,0.839
1281,1398,9.751,0.91
1282,1399,9.959,0.814
1283,1400,8.635,0.843
1284,1401,10.37,0.83
1285,1402,9.27,0.833
1286,1403,10.429,0.878
1287,1404,9.165,0.875
1288,1405,10.693,0.701
1289,1406,10.616,0.64
1290,1407,9.402,0.892
1291,1408,9.854,0.816
1292,1409,8.985,0.846
1293,1410,8.54,0.787
1294,1411,9.51,0.843
1295,1412,9.811,0.657
1296,1413,9.616,0.918
1297,1414,9.499,0.901
1298,1415,8.237,0.522
1299,1416,9.813,0.844
1300,1417,10.21,0.801
1301,1418,8.486,0.904
1302,1421,10.288,0.793
1303,1422,10.966,0.385
1304,1423,10.341,0.925
1305,1425,9.372,0.849
1306,1426,10.169,0.758
1307,1427,9.287,0.759
1308,1428,9.385,0.876
1309,1429,8.576,0.746
1310,1430,8.103,0.576
1311,1432,8.095,0.739
1312,1432,7.007,0.834
1313,1435,8.596,0.881
1314,1436,8.256,0.783
1315,1437,10.307,0.795
1316,1438,9.738,0.727
1317,1440,10.087,0.911
1318,1441,8.973,0.811
1319,1442,8.217,0.846
1320,1443,5.527,0.811
1321,1444,9.3,0.717
1322,1445,8.155,0.846
1323,1446,7.88,0.787
1324,1447,7.091,0.734
1325,1448,8.962,0.703
1326,1449,9.567,0.878
1327,1450,8.385,0.857
1328,1451,8.685,0.698
1329,1452,9.537,0.786
1330,1453,9.478,0.902
1331,1454,9.098,0.876
1332,1455,9.478,0.891
1333,1456,7.667,0.771
1334,1457,7.648,0.883
1335,1458,7.655,0.846
1336,1459,8.496,0.911
1337,1460,9.615,0.705
1338,1461,9.646,0.649
1339,1462,9.61,0.747
1340,1463,9.13,0.687
1341,1464,7.116,0.66
1342,1465,8.458,0.852
1343,1466,9.121,0.83
1344,1467,9.314,0.907
1345,1468,7.277,0.83
1346,1469,8.716,0.836
1347,1470,7.716,0.857
1348,1471,7.261,0.807
1349,1472,9.244,0.907
1350,1473,8.591,0.657
1351,1474,9.491,0.808
1352,1476,8.404,0.658
1353,1477,8.075,0.727
1354,1478,7.673,0.74
1355,1479,7.739,0.789
1356,1480,7.29,0.742
1357,1481,9.367,0.58
1358,1482,7.394,0.858
1359,1484,8.074,0.818
1360,1487,8.759,0.774
1361,1488,7.302,0.749
1362,1490,9.629,0.83
1363,1491,7.857,0.554
1364,1494,7.641,0.766
1365,1496,7.324,0.847
1366,1507,9.703,0.902
1367,1510,10.611,0.859
